store_name,store_code
쉐이크쉑 청담점,876646309
라이언 파스타,1430140828
바스버거 역삼점,38403519
맨하탄델리,1630513617
JAM Fry Kitchen 잼 프라이 키친,1591880786
쭈빠빠오 마카오 돼지버거,1125372414
스넥플릭스 강남점,1715160111
힘난다버거 신논현역점,1470422298
버거베어 신사본점,1245292151
파이어벨 디어고메,1619997362
노브랜드버거 역삼역점,1767911850
88시장버거 역삼점,1753789889
버거베어 아크플레이스 역삼점,1097151516
모스버거 익스프레스강남구청역점,1455313584
제레미버거,1302999284
버거킹 강남대로점,13376211
스매쉬치즈버거,1239377964
맥도날드 강남구청역점,31526306
맥도날드 강남 2호점,1687420221
힘난다버거 신사점,1022149881
맥도날드 압구정CGV점,1880981147
KFC 역삼역,11606064
KFC 강남역,1080055151
롯데리아 역삼점,32769025
KFC 강남구청역,11684364
노스트레스버거 강남,1710268655
스페이스버거,1015245336
핫도그트럭 신사점,244431572
브로스 버거앤 샐러드,1189218138
카페샌드플래닛,1766902656
투고샐러드,1895730234
퀸즈블랙 딜리버리 논현점,1009968427
마리올라 치아바타버거,1099363036
서울버거,1050116377
강남도그&커피,1992521064
맥도날드 강남구청점,1227071975
버거스올마이티 강남역점,1966454804
핖핖델리 PifPif Deli,1097883249
오지트(OZIT),1627065364
엘비푸드시스템,11383069
팻보이샌드위치,1177219022
PIZZA PIZZA by StarvingBae,1611684081
피자탑 강남1호점,1305891274
빅스타피자 강남1호점,1044028187
명동피자 신논현점,1846029274
피자스쿨 논현점,34489494
자가제빵선명희피자 강남논현점,1374991081
빨간모자피자 논현점,11580560
아메리칸피자 강남논현점,1672424414
비스트로피자 강남1호점,1606767112
도미노피자 논현점,11684336
피자알볼로 강남논현점,1249793513
피자헛 논현점,32799591
피자나라치킨공주 강남논현점,1654962002
피자헤븐 논현점,32565243
7번가피자 논현점,1344256927
마법주방 반포직영점,39076223
피자레또24시 강남점,37370734
총각피자,1447780379
옐로우피자 논현점,217934306
유로코피자 강남1호점,1133546697
THEPIZZA,1919320381
피자 이탈리 반포점,1393167866
피자에땅 본사,38412201
피자레또,1421640193
슈퍼빅피자,38239326
피자아이,11636108
도치피자 강남점,20472120
빅짜 강남1호점,1460919540
피자앤,1407629997
리츠델리피자,20091124
치킨먹고팔자피자,1090090076
그레잇피자,1804997569
미스터파파 임실치즈피자 강남점,1208435274
자연임실치즈피자 논현점,1172307701
스폰티니 강남점,1792834883
코노피자코리아,20243479
부자피자 신사점,34069008
24시 피자 엘프,13488324
더쎄를라잇브루잉 논현 1호점,1895590798
피자스톰강남점,1035333117
스폰티니 신사가로수길점,1635187388
피자네버슬립스,1198374614
브릭오븐,21547240
청담2015피자&파스타,1689578436
슈퍼빅우리밀피자,35356982
리츠델리피자24시,35272461
빵없는 피자 가게,1996549327
피자레또24시,35296725
타이거피자 강남1호점,1153147505
One Day Pizza,1241772355
피자익스프레스,435533893
오리지널시카고피자 강남점,32349117
톰스피자,1680020209
도프피자 베이커스 논현직영점,1782271875
피치슈퍼마켓,1907553373
더원푸드,1328870485
피자블랙0115,1460989138
TODAY피자 강남서초점,1416390457
모터시티바이매니멀강남점,1587163274
잭슨피자 청담점,1852739207
피자몰 강남역점,1364190010
잭슨피자 잠원점,1837419107
올데이피자,1491876007
프레드피자 강남점,1855135877
고피자 놀다가게 강남점,1695081203
파파존스 잠원점,11684855
파파존스 논현점,1806255012
캘리포니아피자키친 역삼 GFC점,36949141
청년피자 강남1호점,1989153233
땡스피자 선릉점,1882759076
도미노피자 동서초점,11684330
미스터피자 청담점,11684346
남자피자 잠원점,33092685
도미노피자 잠원점,11684334
계열사 논현점,1963253245
금강바베큐,11550769
교촌치킨 논현1호점,1984811298
꾸브라꼬숯불두마리치킨 강남점,1102390090
지코바 논현점,1231301563
맘스터치 강남논현점,53877017
당신은지금치킨이땡긴다 논현1호점,1586021895
후라이드참잘하는집 반포점,244147214
노랑통닭 논현역점,36917336
BBQ논현중앙점,11798679
처갓집양념치킨 논현점,11870022
브라보치킨피자 논현점,771178249
굽네치킨 논현1동점,13395024
깐부치킨 학동역점,32260897
페리카나 논현동점,11799996
지코바 반포1호점,53346585
깐부치킨 언주역점,1782996520
순수치킨 신사점,1221653553
순살만공격 강남센터점,1095583436
BHC치킨 강남반포점,1595061120
BBQ치킨 신사가로수길점,1780693740
태공호프치킨,20939662
바른치킨 반포영동점,36883599
치킨뱅이 신사점,19413494
BBQ치킨 서초점,11738728
BBQ올리브치킨카페 논현스타점,1263960764
뉴스파이스치킨,18556723
김군네통닭집 논현점,727903245
네네치킨 반포2점,34713926
옛날통닭 돈까스본능 탕수육본능 반포점,1927267327
60계치킨 논현점,1712274024
또래오래 강남논현점,1163904121
맘스터치 논현아이파크점,1098025514
치킨플러스 강남논현점,1941355559
땅땅치킨 강남논현점,1086693312
영동옛날통닭 강남점,37438516
네네치킨 역삼충현점,33770827
치킨더비 학동역점,1708645893
깐부치킨 반포점,32822494
치킨뱅이 학동역점,13375053
깐튀남 강남점,1350401389
부어치킨 신논현점,1560787063
ZX 키친 & 펍,1824266951
지코바양념치킨,1821108851
봉이치킨 논현점,1107076223
임피리얼팰리스서울 가든테라스,37769635
막뚱이치킨,1470896602
양동시장통닭,35288328
차갑닭,1951831756
오또김밥엔치킨,1397416737
옛날통닭,1578517554
닭강정왕자 떡볶이공주,1164037251
멕시카나치킨 신논현점,1701034217
수준이다른바베큐치킨 강남센터점,1917887603
치킨버스 학동역점,37703456
비제이씨코리아,35653015
후아바베큐 논현직영점,1659271382
후아바베큐 논현점,1110599473
Mr죤슨바베큐,1653509086
수준이다른치킨,1888244372
코코참숯바베큐 강남점,1222308764
농가푸드옛날통닭,1581205122
못난감자앤치킨 논현점,1175973967
텍사스치킨,1696653619
인디언닭,1372766046
치킨나라,18503257
만석이네 닭강정,1033274615
꼭그닭 강남점,35734815
서울제일치킨 강남본점,1181157465
계동치킨,1044187263
닥엔돈스쪽갈비 강남역삼점,1144151924
논현통닭센타,1073871923
바오 두마리 바베큐 치킨 강남본점,1438528151
치퀸피자킹,1984963342
달빛 가마솥통닭,1645988744
텔러스 9.5,1868381192
로프트,37766558
토가라시,292501040
코다차야 강남점,31509806
까치양조장 강남점,1732780732
콘유,1361693886
좋은자리,37869873
신사연어,35807183
일곱잔,1438978661
와라야키 쿠이신보,37402764
모토,13080557
뻐꾸기 본점,11730042
레 부르주아,1826984139
호텔카푸치노 루프톱바,38264956
양출서울,1871469872
이층집 닭도리탕,1270115043
더미트,35830522
이자카야나무 논현점,1417514733
고부시,1666006755
피헨,1055688781
이자카야 찬,1725612670
음 세이로무시,35787507
우기식당 육지2호점,1269345123
히까리,34907134
29PUB 4호점,1899240326
담담,13573328
서울러,1695162378
몽리,31663488
장미술상 논현점,157587111
막이오름 가로수길점,1705844001
역전할머니맥주 서울 신논현점,1416503125
빌라레코드,1708972920
금별맥주 강남신사점,1390537313
부엉이,1102252305
오술차 강남역점,1257241393
오너스,1468759977
육다시구,1338225371
쿠시텐,1331772122
한신포차 논현점,11712519
와인북카페,13571155
프레즈드로이,1168904175
LP바 제플린,32465521
영동포차,1415008843
엔틱정 강남논현점,1256111344
송씨해물점,37441989
청담이상 논현영동시장점,1886844138
헤비스모커,1742195691
쿠시라쿠,1660068297
유로포차,35408016
가로수 브루잉 컴퍼니,35279415
라운지칠,20277953
고향역,32260179
가로수길 소소,281317542
유림상회,1422422678
켄카,19867571
헬로우,11875968
고씨네고추장찌개,1754058199
비노쿠스테이블,1781517202
원하프 라운지펍,1901786489
오늘와인한잔 논현점,1625089699
기세끼 신사점,37868669
공감 가로수길점,37720746
논현194,1051121579
소로길,36547423
노가리슈퍼 신논현점,281718868
회식의달인 신논현점,1714495950
알로하포케 신논현점,90462643
테이크파이브,1032828525
살루드,1150165497
써브웨이 언주역점,634111003
노보텔 앰배서더 서울 강남 더스퀘어,11717509
그린레시피,1666479590
호텔카푸치노 시그니처 도시락,1708152778
타타타,1410464727
써브웨이 학동역점,1690183784
써브웨이 신논현점,1677347249
오샐러드 언주점,1146166956
화로상회 강남논현점,1230269899
임피리얼팰리스 패밀리아,11714905
착한부자 다이어트 도시락,1648858709
샐러디 학동역점,1788829237
써브웨이 논현역점,36314519
에그셀런트 논현점,1965894859
공든 샌드위치,1286845612
스쿠피보울,1321091737
그린고메,1073399389
샐러드 컨피덴셜,1977890314
한솥도시락 논현초등학교옆점,32999061
그리너샐러드 논현점,1400171770
하루샌드위치,1296293902
짐키친 논현점,1567224830
파티풀,37929377
토마토도시락 신논현점,1409811877
한솥도시락 논현힐탑점,1858167646
잇티 논현점,1736712398
본도시락 신논현역점,37130837
한솥도시락 관세청앞점,1536571191
스윗밸런스 언주역점,1950138601
죠샌드위치 논현학사점,34541752
GN레스토랑,1031533064
호텔삼정 파라다이스,32794720
써브웨이 코리아,13468141
본도시락 차병원사거리점,21703739
알집모닝메이트,1380800928
보통도시락 논현동점,35506952
쿠벤 논현점,1093084795
맛소담,1718271831
제일맛집,37362027
심플도시락,1692014833
앤드그린포케 역삼점,1479826247
엄마밥상,1520397389
연일푸드,988883359
케익하우스아도르,1879370629
Azcater,1194296253
얼큰이네,11660584
밥통직화구이,13180027
륭림닭발,1093806222
샐러밥,1249613534
과일앤도시락,33989475
야한곱창 강남점,1335030215
뚜비도시락,36668348
다정,12917986
신계리 서리닭발,1936256078
영심이네야식,18557183
허니비,1771806667
맛있는하루,1101998801
오케이야식,11685306
엘에이양분식,91813695
머털이네식당,1741269295
엄마손야식,38780285
장수촌,11637641
에그폭탄덮밥,1149234629
스시박스&샐러드,1473760288
이조명가,20066138
어거스트힐 야식,1997418219
알라보 강남점,1197358723
1988응답하라추억의옛날도시락 논현점,1449194569
the컵푸드24시,1303654535
창우수산 활새우직판장,1136980373
수묵당,1215151657
게방식당,793407871
팔당닭발,32602513
공리,13150137
박고볼래 실내포차 논현점,13330315
스시나미키,741700898
노란상 소갈비,1117746938
이모가있는집 본점,38232881
이층고깃집 강남구청역점,38269378
누아르,1913177197
고향집,11716175
강남쪽갈비,42783747
한교방 서울면옥,1560720183
땅코참숯구이 직영1호점,1216618207
폭풍갈비 강남점,1565757485
완도1957,216739790
정가네손칼국수,20623381
백암왕순대,20631387
부자떡볶이,34308771
돈수백 논현점,38404785
빛고을,33562604
어부의밥상 학동점,1229503497
한국순대 본점,18508954
팔당족발&보쌈,36909534
판치야,1983703397
마쪼아빈대떡본점,13004164
봉평본가메밀촌 논현본점,13150134
세광양대창 강남구청점,1048817520
청담오후,1155490902
88선수촌,1318220320
원디쉬파스타,1373492217
전주콩뿌리콩나물국밥 강남구청점,272355116
완도1957 별관,1743063426
두레반,31371655
북창동순두부 서울논현점,588482016
무아국수,20080143
스시앤바당,1697657960
그때그집,18521363
뽕사부 논현점,18505548
에그드랍 피나클 강남구청점,1639192784
포인비에트 강남구청역본점,1936871865
한남동 24시뼈다귀감자탕 강남구청분점,1076039884
본죽&비빔밥cafe 강남구청역점,1085849913
전나라쭈꾸미,36609885
화통식당,1478603023
싸다김밥 강남구청역점,1608061003
코지,20643079
짬뽕지존 강남구청점,1208591213
서울황태,1681344490
봉추찜닭 강남구청역점,1274117863
달링스테이크 강남구청점,273665131
포메인 강남구청역점,1582133754
와인주막차차 강남구청역점,1674997374
911돼지,95766204
홍대돈부리 강남구청역점,1141552562
꼼터 강남본점,35839867
천호용궁알탕 강남서초점,1465574854
백곱식당 강남구청역점,1075179298
화영숯불구이,13150139
청계산갈비살,18509142
제주서부두식당,1635871015
김명자굴국밥전문점 강남구청점,20623171
송화전,37561254
팔당충무김밥국수,37446016
담소소사골순대육개장 강남구청역점,1881406968
3일한우국밥 논현직영점,1820231561
꽃삼살롱,1452524527
이태리부대찌개 강남구청점,1121812982
내수 족발,13464838
원할머니보쌈족발 강남구청점,1240987608
서가에낙지,1088168898
남도이모네,1954163238
보돌미역 논현 딜리버리점,1082093004
안방,1908430592
풍산뜰,1164972798
강남불백,1310847492
20회수산,1298819676
창신한우,33880066
이십사절기 투고다이닝 논현점,1013491693
호족반,1103092572
지리산,36004008
한성칼국수 논현점,12915620
대독장 강남구청역점,1085429988
신의주부대찌개 논현점,31492623
선희네주문진항,37653936
돼지저금통식당,36998411
국수와전,1543138333
팔당닭발 논현동,37426223
바른보쌈1990 논현점,1922438282
진수성찬,13539427
오가고,1160824233
사우나멘동 논현직영점,1073298513
왓어바웃 강남구청역점,1170517994
생생돈까스 강남구청점,1501099511
묵호일식,36262714
기소야 강남구청역점,21111413
핫쵸,1301235554
미다래 강남구청점,11735493
요시야,1175680386
돈아돈아돈까스,35279704
청담돈,1773013473
오복수산 도산,1060101453
호호식당 도산공원,1772605537
스시코우지,34550318
대막,1640488466
해목,1926429712
키겐 강남점,1554402024
갓포아키 도산공원점,32284047
호무랑,31139908
스시 이토,1939133864
스시효 청담점,11679407
카메스시,1271618346
갓포라멘,1488625963
조리인,1645729579
스시산코우,1009789152
카츠바이콘반,1573951163
스시선수,31564434
최가네버섯샤브매운탕칼국수,13154695
멘야미코 청담역점,622926456
오븟,1616921844
이치에,21656860
압구정하루,11710847
마코토 청담점,20451517
모즈,36097366
해월,1851080812
어성일식,1886342920
호시쿠,1890593394
신라다랑원,1180780856
무니,1626305988
스시류코,1633821940
스시 시미즈,808576630
스시사카우,1433563609
형훈 텐동,1183767371
무라사키,1344568039
코슌,1587959706
스시모토이,1866087991
롯폰기 우동,1024571920
스시유키,37525791
스시에비스,61420860
무아,1448537546
더나인클럽,1753896143
네기스키야키 압구정점,1705860023
스시마이,649005585
갓포 마코토,1764908312
호미곶간 강남점,1537315454
로바타 라이브라 카운터,1383687787
미라이,83081035
가나돈까스의집,34178313
고급오복수산,1536502781
마라테이블 딜리버리,1355558546
홍리마라탕 강남구청점,1733916661
차이신,37165207
신차우,1146017224
무탄,1044096368
골드피쉬 딤섬퀴진,21037800
몽중헌 청담점,13506631
현경본점,1725750451
벽돌해피푸드 압구정점,1165131753
덕후선생,1985261697
일일향 압구정1호점,11707317
웍셔너리,1203337621
js가든 청담점,21656422
아성,35288189
마르르,1656077303
The Round,37882999
심양 청담본점,31155879
먹어복가,1713108511
시추안하우스 압구정점,1378067891
js가든 블랙,37432843
마오 청담동점,19882658
청담반점 강남구청점,36410322
청담,13209313
호화반점,18493582
이닝,11711159
js가든 압구정점,33499940
파불라,37609477
다이닝마,1185252614
가담,32260073
청담대패당,1218455165
등등,1278532202
공리 훠궈&짬뽕 청담점,38018302
대가방 압구정동점,19882514
룽청,38544638
제일양 압구정로데오점,1068455564
산동교자관,19882546
청담반점 도산공원점,1318831516
보다,34984097
크리스탈제이드 현대 압구정본점,19882607
신룽푸마라탕 압구정로데오점,1252557019
신신양꼬치,1925266618
마봉양꼬치 압구정점,1325800564
미성양꼬치,1341870056
만리향,32261281
동천홍 압구정점,11678796
도원스타일 압구정점,36701361
유진양꼬치,36679888
청담19,310863432
주몽중화요리,35452264
신룽푸마라탕 압구정점,1710321567
까폼,38969614
일판,1080294897
생어거스틴 아시안푸드전문점,1569430279
밍글스,35215752
바이통 타이 BAI TONG THAI,1335884408
킹리적타코,1270999887
Pho 21,1679127122
소이연남마오,1099331965
본태,1985787171
웨스턴하우스 논현점,1180943833
베트남 쌀국수 전문점 포베이,1617409178
Pho Station 아시안푸드,1857371744
와인매니아,1338578440
피그게티,1334660367
라우라우,11726031
리틀사이공 압구정점,11678464
수퍼판,36262174
수아에피스,599800745
스와가트 청담본점,514562761
미앙,1879263018
태국당,1786803313
포25 압구정점,1173068384
얌타이,1831755940
땀땀,1968953248
포쿠치나,1082934822
도마야끼덕아웃,18498806
리틀인디아,36351774
포몬스 압구정로데오점,38751725
뉴 델리,33545663
베트남고향식당 2호점,70681510
티식스,13575284
포앤분짜,1974221310
SUGAR,1980215138
사이공핫팟 강남구청점,31761625
반포식스 선정릉역점,35781732
델리 압구정점,11590213
효뜨 현대백화점압구정본점,1651219737
낭만국수,62067887
포메인 RED 압구정역점,1216605817
보울앤보틀,36924721
미스사이공 압구정점,1503049792
뽕글탱글,36631207
모쿠,1871226331
도산필립,326370583
마미맘마,35209571
한량,1230844929
파스타입니다 강남점,1592589263
청년새우 강남점,1223762711
크레이지타이,1371982865
테라스룸,1724662353
드레스덴 그린,1863884392
리틀넥 청담,36963396
울프강 스테이크하우스,36449091
스케줄청담,1793289940
갓잇 도산공원점,1135036261
콘피에르,1343969288
페어링룸,38692429
오스테리아 꼬또 압구정점,35734492
보트르메종,37206552
TATITATI,1666841351
조인바이트,1241491463
오르빗,1981934965
MUOKI,1297540314
에빠뉘,1062252662
임프레션,1203572380
아스트랄 wine bistro,1732798205
메종 드 라 카테고리,36636541
일치,1165104818
BISTROT de YOUNTVILLE,13201580
Just Steak,20108415
로로,1066640807
파씨오네,30938072
그랑씨엘,11702534
썬더버드 청담점,97837585
레스쁘아 뒤 이부,13400580
온리고,1975463492
아베크 청담,1846214116
시오,1648407120
에비던스,1106440339
테스트키친,1322028409
볼트스테이크하우스,35807289
윌로뜨,37820314
파시0914,37798068
마르셀 도산점,1064434057
익스퀴진,38781115
미미미 가든,1142373052
마제스티 타바론 티 라운지,495182989
펄쉘,1667563239
치즈룸 안다즈점,1297585187
파스토,38258124
텍사스데브라질 압구정점,1675303081
BOME CHEONGDAM,1069165695
쿠촐로 테라짜,1942871806
사녹,1739451102
피치,1936585197
회장님댁 서울청담점,1058925344
파지티브호텔 뷰티그로서리,1878895863
우마마,1887318928
르 비프아주 파리,1694822194
피플더테라스,1825152608
시고로,1738395785
보나세라,11592395
다로베,1741270257
쵸이닷,280965665
파넬,222811855
을지다락 도산공원,1030343098
회춘,1101800085
마켓오 압구정점,12838557
씨네드쉐프 압구정,258029709
볼피노,38767161
데일리 청담,1272810778
있을 재,1305195216
루카키친,1364282422
더 키친 일뽀르노 청담점,1750908039
울랄라하우스라운지&다이닝,1941359076
방배김밥이 만든 라이스쉐프 강남구청점,1460571935
김가네김밥 나산점,11760861
명인만두 강남구청1호점,33771330
동대문엽기떡볶이 강남구청역점,1065745589
파파스토리 떡볶이,1172865286
청년다방 강남구청역점,1614015002
김말자김밥,1197063012
야한떡볶이,1692124970
영영푸드카페,1284162352
김밥천국강남구청역점,20626458
챔피언떡볶이,1786901147
도산분식 도산공원점,1123489755
뉴만두집,11724463
영영푸드카페,1093691228
압구정곱떡 압구정로데오점,1635295336
압구정변강쇠떡볶이,37837245
아차산매운떡볶이 청담점,1272815231
우주라이크 로켓,1361145750
무미유미김밥,1918632122
하루500명씩 찾아오는 8평 떡볶이집,1537649196
루비떡볶이,19935560
찬청,1965522835
이오락,1095484711
푸드2900 논현시티점,20627465
강남김밥,18428930
다모아분식,43229792
서강쇠떡볶이,31009886
동대문엽기떡볶이 압구정점,33586177
빌라 드 스파이시 더 청담,1683147495
청담동마녀김밥 청담본점,36139353
리김밥 압구정본점,33305902
청담분식,865650953
모퉁이,18443093
바르다김선생 학동사거리점,36321393
모퉁이흑미김밥,892114684
하나우동,11711987
하루방,1735366220
바르다김선생 강남구청점,35365565
틈새라면 압구정로데오점,1856644113
떡본김에,35235245
신영김밥,20403490
바르다김선생 논현아크로힐스점,36301687
청년다방 압구정점,1198254066
충무김밥,13344579
후랜드,11481573
홀딱반한떡볶이 닭갈비,1647731280
죠스떡볶이 학동사거리점,31014647
신전떡볶이 삼성청담점,1287212989
싸다김밥 압구정역점,1723859039
즉석떡볶이88,1109313030
하루네끼,1065335662
레드신,37997357
달떡볶이 강남구청점,1823045455
김가네김밥 로데오점,11760902
더페이머스버거 압구정점,1607727080
다운타우너 청담,887123043
롸카두들 내쉬빌 핫치킨 압구정,1728011058
선데이 버거 클럽,1706029841
폴트버거,1081785939
미트업,1578716352
맥도날드 청담DT점,37402927
오로라 버거 앤 샐러드,1716523415
솔빈덕,37577264
버거킹 청담점,11684281
카퍼룸,37996846
로칼즈버거바,1846517381
맥도날드 삼성DT점,97087769
MARTIN ZWERTS,1967886611
Shyunsstory 청담점,36792254
브루클린더버거조인트 갤러리아백화점명품관WEST점,36730987
버거앤프라이즈 압구정점,1219723201
KFC 압구정1점,11684365
쏭스클럽 삼성점,36898065
버거박스,1659660041
sibylla,1510398671
미국식 압구정점,1034278853
길버트버거앤프라이즈,1271381273
맥주덕후 피자덕후 압구정점,1832771562
클랩피자 청담점,1672413996
노모어피자,1197303659
Ginos NY Pizza 압구정점,1119605388
잭슨피자 압구정점,1781165370
디슬로우,1567548239
피더블유에이,1384664415
반올림피자샵 강남2호점,1977328999
몬스터피자,1368747456
고피자 삼성1호점,1634755297
46이너스피자,38486537
도미노피자 삼성점,11684338
피자헛 청담사거리점,13563623
남자피자 삼성점,20111400
미스터피자 압구정점,37069108
파파존스 압구정점,11711955
피자헛 압구정역점,1238295845
토마토피자,21104675
토마토피자 신사점,1053924312
도미노피자 압구정점,11684339
피자헛 삼성중앙점,1766387270
투엑스피자 논현점,1090373890
피자파는집 압구정점,1879014761
피자홈,13590420
남자피자 본사,32625390
La Pizzeria,1521842126
허니비와플샌드위치 본점,425927926
46이너스피자,1755618639
피자레또24시,35288386
피자피아띠논현점,18498663
폼페이피자24시,35263814
파찌,1311387787
이춘봉인생치킨 강남논현점,1572730161
미국 양반통닭,1594571986
호식이두마리치킨 본사,38404814
닭장수후라이드 강남구청점,1448768432
깐부치킨 강남구청역3번출구점,34721975
본스치킨 강남구청역점,18840954
강남남자,35272494
치블랑 논현점,1642760732
수셰프 치킨&튀김,1379025910
효도치킨 논현점,1067307620
배달하는 옛날통닭,1181839529
롸버트치킨 강남1호기,1126233571
윙앤딥,1211715154
BHC치킨 압구정역점,36184300
푸라닭 압구정점,1740934796
현정치킨바베큐 3호점,33647005
굽네치킨 청담점,13395058
교촌치킨 압구정신사점,11802366
BHC치킨 강남구청역점,1215820574
교촌치킨삼성1호점,13454905
대왕통닭 역삼점,1665675524
빙닭,1590469349
치킨매니아 삼성1호점,18567161
BBQ치킨 삼성점,36932440
처갓집양념치킨 압구정점,36200767
바른치킨 청담점,1678639771
후라이드참잘하는집 본사,36084321
맘스터치 압구정점,1001569391
60계 치킨 압구정점,1592495465
푸라닭 논현점,1145868224
페리카나 강남구청점,11799842
페리카나 경복점,11799866
BHC치킨 역삼스타점,1671964657
네네치킨 신사점,13337575
호식이두마리치킨 논현1호점,1968526544
자담치킨 강남청담점,1518359531
맘스터치 삼성중앙점,1973258764
지코바치킨 삼성1호점,1570362302
깐부치킨 압구정현대백화점점,33409308
BHC치킨 압구정로데오점,1279572050
굽네치킨 압구정점,13394991
인디아나 치킨호프,1553512862
깐부치킨 압구정역점,1441835644
깐부치킨 선정릉역점,37898082
바른치킨 선정릉역점,36615253
사또치킨,18429260
굽네치킨 학동사거리점,1940104105
가마로강정삼성동점,33021125
BBQ치킨 압구정점,11799280
강정이기가막혀 역삼점,37918231
스파이스치킨 압구정점,20725057
키즈앤맘 본점,32262331
조스파이시치킨,1185815915
욕쟁이할머니포차,20112281
김봉남포장마차 강남구청점,36134921
나리 강남구청본점,32261286
118 18 다이닝,44750714
펀비어킹 강남세관사거리점,36636925
오비어,37691525
다빈치바,1438882884
비어맥주창고,20620867
쪼끼쪼끼논현1호점,32260610
맥주창고플러스,21399024
문바,1022212812
노가리상점,1666326270
주전자 실내포차,1164400378
화이트야드,1286235543
다이닝 목로,1006750348
그자리,37297981
jerrycafe,162854062
부쉬윅,1514939124
묵전,20384015
목탄장 도산점,1742177967
유어네이키드치즈 신사점,1190196568
샤롯데,1552802362
미스터마,1214819804
벨뷰,1891523050
해거름,1220964822
코타바이뎐,1761824290
구들,1810378110
호사청담,1024384797
작은호프,11600048
백곰막걸리,38010707
르 캬바레 도산,1001683359
나리,1539838925
레커,1323248895
친구야,1297813211
배식당,1364383584
애플힙,1077142042
수다 청담점,1137960902
와쏘,34006990
쇼쿠도카이,1070959941
동남방앗간 도산점,1813350966
갓포 모로미 도산공원점,37182765
알리고떼 청담점,11663076
하바나선셋,1009837652
제스트,1723660386
마리,18507932
제이앤제이슨 X,1305176626
믹솔로지,37558842
폴스타,756926101
피어스,18839878
청담류 Meat & Pocha,1641633407
비오비 (BOB),236308554
르챔버,35507086
바 밀라,1990936931
한추,13358436
시라카와 텐푸라,1221990672
로데오뎅,1066950219
화빙장,1575601959
스윗밸런스 강남구청점,1831331393
비트윈브레드,37351295
규수뷔페,36772755
QueensDeli 강남점,1850883905
맛있는빙달눈꽃빙수 논현점,1793090324
고트델리 압구정,1974242355
웰빙도시락,20118569
Bowl Room,1798953026
선셋스위밍 샌드위치,1049791619
우아한신선들,408606329
빵에잠봉,1264059942
김본게장과 장원도시락,1383664914
고봉닭발,1670433085
양평 숯불 LA갈비 도시락,1644365600
마치래빗 샐러드 신사동가로수길본점,32618390
도레미 프레시 강남구청역점,1960686881
알라보 청담점,1613198522
스윗밸런스 청담점,1407515045
에이커스,1061739391
WHAT A CHEF,1019296939
어게인리프레쉬 가로수길점,234464012
잇샐러드 압구정점,1880577681
에그셀런트 압구정로데오점,1670413726
Fatboy Sandwiches,1510923119
써브웨이 강남구청역점,1508570948
꼬륵 수제도시락,38729366
샐러디 강남구청역점,1973292535
바리,1196764570
압구정샌드위치 신사점,1675964196
더차림 강남점,36265989
열봉이,1273463969
테이블스푼 청담점,36610181
바이트샌드위치&샐러드,283861218
써브웨이 압구정역점,472053932
신라스테이역삼 카페,37402198
토마토도시락 아크로힐스논현점,1229825579
프라쉐,1678327923
러브인토스터,31139442
래빗파머스샐러드,1062985423
본도시락 강남구청역점,31498559
제임스 치즈스테이크,1980757797
호토모토 선정릉역점,37038723
샐러디 언주아크로힐스점,1003296854
파머스레시피,1119238961
써브웨이 선정릉역점,1098430527
메이크샐러드 선릉점,1926302125
덕샌드위치,1692107711
짐키친 청담점,1194346028
에그드랍 압구정점,1399101759
송화당,1089348808
샐러디 압구정점,1116438927
번치스,1511362078
라마다서울호텔 카페스타시오,11820398
헬스토랑,1081808112
퀴즈노스 압구정점,13150293
죠샌드위치 압구정점,31669408
더 키푸드,37865035
FIREBELL,35150126
명품유쾌 강남본점,1373609737
셀러브리티 버거,1708365118
더뭉티기,1280143184
코이라멘 한티역점,1021195156
철수네포장마차,13485012
가츠오 대치점,1736425432
코벤트가든 선릉점,21848856
동봉관,1034670191
남파고택 롯데백화점강남점,1969252815
마초야,37436116
최가네버섯샤브매운탕칼국수 대치점,18577418
버닝스톤,1283139466
옛날통닭,1772647364
잭슨피자 대치점,1810341907
오레노카츠 대치점,1488199141
창포,13323600
윤화돈까스,13100219
삼도일식,18591599
김태완스시,1930972958
오마이보울,1543931267
간코 롯데백화점 강남점,1932950472
대치동 함흥면옥,33874674
스시노스시,240747746
닐리 대치점,13415919
컨트리맨즈 강남점,326054476
강남어보,1542979958
도곡수산,31093115
초록밭,1629970353
진티엔,1152517187
본죽&비빔밥cafe 대치롯데점,1795146212
신흥정육식당,20601184
히카리,623912102
스파게티스토리 대치점,36305498
아그라 롯데백화점강남점,1054117245
에머이 한티점,1283235664
라무진 선릉역점,1448615379
하남돼지집 한티직영점,36667301
BHC치킨 한티역점,37394887
랜돌프비어 대치점,1225859668
오목집 한티점,1331681020
동대문엽기떡볶이 대치점,36797355
초가마을 강남본점,1292769071
우시야 역삼점,1792142465
브레덴버거,1672050704
향호면옥강남점,20717567
묵호항,18577510
강남수랏간,38274146
김영희동태찜&코다리냉면 대치직영점,556611070
대치골 한우 곱창,20840192
일공공샤브 한티점,1714490028
청담옥,63353664
제주몬트락 한티점,956989490
수타우동 겐,1159445629
아리노마마,34666444
채선당 샤브보트 강남롯데점,38230041
명랑핫도그 한티역점,600330533
유가네닭갈비 한티역점,1225936466
지코바 대치1호점,1522718131
고피자 한티역점,1559024142
영양센타 대치동점,34178859
일품향,34462818
